Number,Name,Theme,Subtheme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Paid,Value,Growth,Condition,Date,Notes,Collection,Status,URL
5005777-1,The LEGO Movie 2 Awesome Collector Album,The Lego Movie 2 The Second Part,Promotional,2019,0,0,Promotional,True,26/01/2019,24/02/2019,"0;00 €","0;00 €","6;78 €",577.60,New,,,Default,Owned,https://www.brickeconomy.com/set/5005777-1/the-lego-movie-2-awesome-collector-album
561901-1,"Emma's Kitty Chico",Friends,Magazine Gifts,2019,22,0,Promotional,True,01/01/2019,01/01/2021,"0;00 €","0;00 €","2;09 €",109.44,New,,,Default,Owned,https://www.brickeconomy.com/set/561901-1/lego-friends-emmas-kitty-chico
891945-1,Young Wu,Ninjago,Magazine Gifts,2019,9,1,Promotional,True,02/01/2019,30/01/2019,"0;00 €","0;00 €","2;92 €",192.16,New,,,Default,Owned,https://www.brickeconomy.com/set/891945-1/lego-ninjago-young-wu
911944-1,Resistance Bomber,Star Wars,Magazine Gifts,2019,37,0,Promotional,True,05/02/2019,06/03/2019,"0;00 €","0;00 €","3;56 €",255.52,New,,,Default,Owned,https://www.brickeconomy.com/set/911944-1/lego-star-wars-resistance-bomber
10265-1,Ford Mustang,Icons,Vehicles,2019,1471,0,Retail,True,01/03/2019,15/01/2024,"169;99 €","169;99 €","149;59 €",-12.00,New,,,Default,Owned,https://www.brickeconomy.com/set/10265-1/lego-ford-mustang
10894-1,Train,Duplo,Toy Story,2019,21,2,Retail,True,01/03/2019,31/07/2021,"19;99 €","19;99 €","28;49 €",42.50,New,,,Default,Owned,https://www.brickeconomy.com/set/10894-1/lego-duplo-toy-story-train
21316-1,The Flintstones,Ideas,Licensed,2019,748,4,RetailLimited,True,02/03/2019,11/01/2021,"59;99 €","59;99 €","70;69 €",17.84,New,,,Default,Owned,https://www.brickeconomy.com/set/21316-1/lego-ideas-the-flintstones
30362-1,Sky Police Jetpack,City,Sky Police,2019,33,2,Retail,True,01/02/2019,01/02/2021,"3;99 €","3;99 €","3;85 €",-3.40,New,,,Default,Owned,https://www.brickeconomy.com/set/30362-1/lego-city-sky-police-jetpack
30452-1,Iron Man and Dum-E,Marvel Super Heroes,Avengers Endgame,2019,38,1,Retail,True,01/01/2019,01/01/2021,"3;51 €","3;51 €","4;81 €",37.09,New,,,Default,Owned,https://www.brickeconomy.com/set/30452-1/lego-avengers-endgame-iron-man-and-dum-e
30460-1,"Rex's Plantimal Ambush",The Lego Movie 2 The Second Part,,2019,32,1,Retail,True,01/02/2019,01/06/2020,"3;99 €","3;99 €","3;73 €",-6.49,New,,,Default,Owned,https://www.brickeconomy.com/set/30460-1/the-lego-movie-2-the-second-part-rexs-plantimal-ambush
30534-1,Ninja Workout,Ninjago,Legacy,2019,31,1,Retail,True,01/01/2019,01/01/2021,"5;99 €","5;99 €","14;50 €",142.11,New,,,Default,Owned,https://www.brickeconomy.com/set/30534-1/lego-ninjago-legacy-ninja-workout
30535-1,Fire Flight,Ninjago,Legacy,2019,54,1,Retail,True,01/01/2019,01/01/2021,"5;99 €","5;99 €","5;90 €",-1.57,New,,,Default,Owned,https://www.brickeconomy.com/set/30535-1/lego-ninjago-legacy-fire-flight
30545-1,Fish Free Builds - Make It Yours,Creator,,2019,39,0,Promotional,True,01/08/2019,01/08/2021,"0;00 €","0;00 €","2;51 €",150.80,New,,,Default,Owned,https://www.brickeconomy.com/set/30545-1/lego-creator-fish-free-builds-make-it-yours
40322-1,Caterpillar,Promotional,Monthly Mini Model Build,2019,48,0,Promotional,True,01/02/2019,01/02/2021,"0;00 €","0;00 €","7;02 €",602.24,New,,,Default,Owned,https://www.brickeconomy.com/set/40322-1/lego-monthly-mini-model-build-caterpillar
40323-1,Viking Ship,Promotional,Monthly Mini Model Build,2019,54,0,Promotional,True,01/03/2019,01/03/2021,"0;00 €","0;00 €","5;74 €",473.76,New,,,Default,Owned,https://www.brickeconomy.com/set/40323-1/lego-monthly-mini-model-build-viking-ship
40350-1,Easter Chick,BrickHeadz,Seasonal,2019,120,0,Exclusive,True,02/02/2019,06/01/2020,"9;99 €","9;99 €","12;29 €",23.06,New,,,Default,Owned,https://www.brickeconomy.com/set/40350-1/lego-brickheadz-easter-chick
40360-1,Name Sign,Friends,,2019,91,0,Exclusive,True,01/03/2019,24/04/2019,"9;99 €","9;99 €","17;08 €",70.98,New,,,Default,Owned,https://www.brickeconomy.com/set/40360-1/lego-friends-name-sign
41634-1,Emmet,BrickHeadz,The LEGO Movie 2 The Second Part,2019,113,0,RetailLimited,True,02/01/2019,01/02/2019,"13;19 €","13;19 €","114;24 €",766.04,New,,,Default,Owned,https://www.brickeconomy.com/set/41634-1/brickheadz-the-lego-movie-2-the-second-part-emmet
41635-1,Wyldstyle,BrickHeadz,The LEGO Movie 2 The Second Part,2019,134,0,RetailLimited,True,02/01/2019,01/02/2019,"13;19 €","13;19 €","88;00 €",567.11,New,,,Default,Owned,https://www.brickeconomy.com/set/41635-1/brickheadz-the-lego-movie-2-the-second-part-wyldstyle
41636-1,Benny,BrickHeadz,The LEGO Movie 2 The Second Part,2019,103,0,RetailLimited,True,01/02/2019,19/02/2019,"8;79 €","8;79 €","131;99 €",1401.40,New,,,Default,Owned,https://www.brickeconomy.com/set/41636-1/brickheadz-the-lego-movie-2-the-second-part-benny
41637-1,Sweet Mayhem,BrickHeadz,The LEGO Movie 2 The Second Part,2019,137,0,RetailLimited,True,01/02/2019,19/02/2019,"8;79 €","8;79 €","68;66 €",680.98,New,,,Default,Owned,https://www.brickeconomy.com/set/41637-1/brickheadz-the-lego-movie-2-the-second-part-sweet-mayhem
70840-1,Welcome to Apocalypseburg!,The Lego Movie 2 The Second Part,,2019,3178,13,Exclusive,True,02/02/2019,23/11/2019,"299;99 €","299;99 €","643;04 €",114.35,New,,,Default,Owned,https://www.brickeconomy.com/set/70840-1/the-lego-movie-2-the-second-part-welcome-to-apocalypseburg
75892-1,McLaren Senna,Speed Champions,McLaren,2019,219,1,Retail,True,02/01/2019,15/08/2021,"14;99 €","14;99 €","15;94 €",6.32,New,,,Default,Owned,https://www.brickeconomy.com/set/75892-1/lego-speed-champions-mclaren-senna
75893-1,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,Speed Champions,Dodge,2019,478,3,Retail,True,02/01/2019,10/07/2021,"39;99 €","39;99 €","31;79 €",-20.49,New,,,Default,Owned,https://www.brickeconomy.com/set/75893-1/2018-dodge-challenger-srt-demon-and-1970-dodge-charger-rt
76127-1,Captain Marvel and The Skrull Attack,Marvel Super Heroes,Captain Marvel,2019,307,3,Retail,True,02/01/2019,09/10/2020,"29;99 €","29;99 €","35;26 €",17.58,New,,,Default,Owned,https://www.brickeconomy.com/set/76127-1/lego-captain-marvel-and-the-skrull-attack
853865-1,TLM2 Accessory Set,The Lego Movie 2 The Second Part,Miscellaneous,2019,48,4,Exclusive,True,07/02/2019,10/05/2022,"12;99 €","12;99 €","17;59 €",35.42,New,,,Default,Owned,https://www.brickeconomy.com/set/853865-1/the-lego-movie-2-the-second-part-tlm2-accessory-set
853866-1,Oni Battle Pack,Ninjago,March of the Oni,2019,36,3,Exclusive,True,05/01/2019,01/02/2021,"12;99 €","12;99 €","74;53 €",473.73,New,,,Default,Owned,https://www.brickeconomy.com/set/853866-1/lego-ninjago-march-of-the-oni-oni-battle-pack
853868-1,Lucy Key Chain,Gear,Key Chains / The LEGO Movie,2019,0,1,Retail,True,02/02/2019,02/02/2021,"4;99 €","4;99 €","5;09 €",1.93,New,,,Default,Owned,https://www.brickeconomy.com/set/853868-1/lucy-key-chain
853869-1,"Emmet's Construction Worker Vest",Gear,Role-Play Toys,2019,0,0,Retail,True,02/02/2019,02/02/2021,"14;99 €","14;99 €","13;19 €",-12.00,New,,,Default,Owned,https://www.brickeconomy.com/set/853869-1/lego-emmets-construction-worker-vest
853870-1,Batarang,Gear,Role-Play Toys,2019,0,0,Retail,True,02/02/2019,21/02/2019,"7;99 €","7;99 €","9;94 €",24.46,New,,,Default,Owned,https://www.brickeconomy.com/set/853870-1/lego-batarang
853871-1,Flail,Gear,Role-Play Toys,2019,0,0,Retail,True,03/02/2019,13/02/2019,"8;79 €","8;79 €","17;56 €",99.70,New,,,Default,Owned,https://www.brickeconomy.com/set/853871-1/lego-flail
853872-1,Emmet Mask,Gear,Role-Play Toys,2019,0,0,Retail,True,02/02/2019,02/02/2021,"9;99 €","9;99 €","8;79 €",-12.00,New,,,Default,Owned,https://www.brickeconomy.com/set/853872-1/lego-emmet-mask
853873-1,Lucy Hair,Gear,Role-Play Toys,2019,0,0,Retail,True,02/02/2019,26/02/2019,"4;99 €","4;99 €","9;99 €",100.16,New,,,Default,Owned,https://www.brickeconomy.com/set/853873-1/lego-lucy-hair
853874-1,Emmet Pod,The Lego Movie 2 The Second Part,Miscellaneous,2019,27,1,Retail,True,02/02/2019,01/03/2021,"8;99 €","8;99 €","8;84 €",-1.62,New,,,Default,Owned,https://www.brickeconomy.com/set/853874-1/the-lego-movie-2-the-second-part-emmet-pod
853875-1,"Sweet Mayhem's Disco Pod",The Lego Movie 2 The Second Part,Miscellaneous,2019,28,1,Retail,True,14/02/2019,12/01/2021,"8;99 €","8;99 €","8;79 €",-2.21,New,,,Default,Owned,https://www.brickeconomy.com/set/853875-1/the-lego-movie-2-the-second-part-sweet-mayhems-disco-pod
853877-1,TLM2 Hydration Bottle,Gear,Housewares,2019,0,0,Retail,True,02/02/2019,02/02/2021,"12;99 €","12;99 €","11;43 €",-12.00,New,,,Default,Owned,https://www.brickeconomy.com/set/853877-1/lego-tlm2-hydration-bottle
853880-1,Lucy Plush,Gear,Plush,2019,0,0,Retail,True,03/02/2019,03/02/2021,"24;99 €","24;99 €","21;11 €",-15.52,New,,,Default,Owned,https://www.brickeconomy.com/set/853880-1/lego-lucy-plush
853881-1,Friends Creative Bag Charms,Gear,Bag Charms,2019,0,0,Retail,True,03/02/2019,03/02/2021,"5;99 €","5;99 €","9;60 €",60.28,New,,,Default,Owned,https://www.brickeconomy.com/set/853881-1/lego-friends-creative-bag-charms
853886-1,Friends Phone Cover,Gear,Phone Cases,2019,0,0,Retail,True,12/01/2019,12/01/2021,"24;99 €","24;99 €","58;27 €",133.19,New,,,Default,Owned,https://www.brickeconomy.com/set/853886-1/lego-phone-cases-friends-phone-cover
853893-1,Jay Keyring,Gear,Key Chains / Ninjago,2019,0,1,Retail,True,02/02/2019,02/02/2021,"4;99 €","4;99 €","4;96 €",-0.54,New,,,Default,Owned,https://www.brickeconomy.com/set/853893-1/lego-jay-keyring-key-chain
853894-1,Nya Keyring,Gear,Key Chains / Ninjago,2019,0,1,Retail,True,02/02/2019,02/02/2021,"4;99 €","4;99 €","4;89 €",-1.95,New,,,Default,Owned,https://www.brickeconomy.com/set/853894-1/lego-nya-keyring-key-chain
853915-1,4 4x4 Magnets,Gear,Magnets / Bricks,2019,0,0,Retail,True,07/12/2019,07/12/2021,"7;99 €","7;99 €","10;04 €",25.67,New,,,Default,Owned,https://www.brickeconomy.com/set/853915-1/lego-4-4x4-magnets
853921-1,Brick Stickers,Xtra,,2019,17,0,Retail,True,07/12/2019,01/07/2021,"5;99 €","5;99 €","7;03 €",17.38,New,,,Default,Owned,https://www.brickeconomy.com/set/853921-1/lego-xtra-brick-stickers
853946-1,Stormtrooper Key Chain,Gear,Key Chains / Star Wars,2019,0,0,Retail,False,01/03/2019,30/06/2025,"5;99 €","5;99 €","4;39 €",-26.69,New,,,Default,Owned,https://www.brickeconomy.com/set/853946-1/lego-stormtrooper-key-chain
853955-1,Aurora Keyring,Gear,Key Chains / Disney,2019,0,1,Retail,True,02/02/2019,02/02/2021,"4;99 €","4;99 €","6;15 €",23.27,New,,,Default,Owned,https://www.brickeconomy.com/set/853955-1/lego-aurora-keyring-key-chain
853963-1,TLM2 Stop Sign Shield,Gear,Role-Play Toys,2019,0,0,Retail,True,27/01/2019,01/03/2020,"15;99 €","15;99 €","41;76 €",161.14,New,,,Default,Owned,https://www.brickeconomy.com/set/853963-1/lego-tlm2-stop-sign-shield
5005614-1,Emma Buildable Watch,Gear,Watches & Clocks,2019,0,0,Retail,True,02/03/2019,02/03/2021,"21;99 €","21;99 €","21;99 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005614-1/lego-emma-buildable-watch
5005698-1,Emmet Alarm Clock,Gear,Watches & Clocks,2019,0,0,Retail,True,04/02/2019,22/02/2019,"29;99 €","29;99 €","35;04 €",16.84,New,,,Default,Owned,https://www.brickeconomy.com/set/5005698-1/lego-emmet-alarm-clock
5005699-1,Wyldstyle Alarm Clock,Gear,Watches & Clocks,2019,0,0,Retail,True,01/03/2019,01/03/2020,"29;99 €","29;99 €","37;92 €",26.44,New,,,Default,Owned,https://www.brickeconomy.com/set/5005699-1/lego-wyldstyle-alarm-clock
5005701-1,Unikitty Buildable Watch with Figure Link,Gear,Watches & Clocks,2019,0,0,Retail,True,03/02/2019,01/05/2020,"24;99 €","24;99 €","24;70 €",-1.15,New,,,Default,Owned,https://www.brickeconomy.com/set/5005701-1/lego-unikitty-buildable-watch-with-figure-link
5005703-1,Wyldstyle Minifigure Link Watch,Gear,Watches & Clocks,2019,0,0,Retail,True,06/02/2019,01/01/2020,"24;99 €","24;99 €","24;93 €",-0.24,New,,,Default,Owned,https://www.brickeconomy.com/set/5005703-1/lego-wyldstyle-minifigure-link-watch
5005733-1,Batman Luggage Tag,Gear,Bags,2019,0,0,Retail,True,01/03/2019,01/03/2021,"7;99 €","7;99 €","8;43 €",5.51,New,,,Default,Owned,https://www.brickeconomy.com/set/5005733-1/lego-batman-luggage-tag
5005734-1,Emmet Luggage Tag,Gear,Bags,2019,0,0,Retail,True,01/03/2019,01/01/2020,"7;99 €","7;99 €","17;87 €",123.69,New,,,Default,Owned,https://www.brickeconomy.com/set/5005734-1/lego-emmet-luggage-tag
5005735-1,Sweet Mayhem Luggage Tag,Gear,Bags,2019,0,0,Retail,True,01/03/2019,01/01/2021,"7;99 €","7;99 €","5;27 €",-34.03,New,,,Default,Owned,https://www.brickeconomy.com/set/5005735-1/lego-sweet-mayhem-luggage-tag
5005736-1,Unikitty Luggage Tag,Gear,Bags,2019,0,0,Retail,True,01/03/2019,01/06/2020,"7;99 €","7;99 €","5;27 €",-34.03,New,,,Default,Owned,https://www.brickeconomy.com/set/5005736-1/lego-unikitty-luggage-tag
5005737-1,Unikitty Night Light,Gear,Lights,2019,0,0,Retail,True,01/03/2019,01/01/2020,"34;99 €","34;99 €","61;04 €",74.44,New,,,Default,Owned,https://www.brickeconomy.com/set/5005737-1/lego-unikitty-night-light
5005738-1,Sticker Roll,The Lego Movie 2 The Second Part,,2019,0,0,Retail,True,16/02/2019,01/10/2020,"3;99 €","3;99 €","3;51 €",-12.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005738-1/the-lego-movie-2-the-second-part-sticker-roll
5005739-1,Batman Key Light,Gear,Lights,2019,0,0,Retail,True,11/02/2019,01/08/2019,"12;99 €","12;99 €","12;35 €",-4.95,New,,,Default,Owned,https://www.brickeconomy.com/set/5005739-1/lego-batman-key-light
5005740-1,Emmet Key Light,Gear,Lights,2019,0,0,Retail,True,11/02/2019,01/11/2019,"12;99 €","12;99 €","14;40 €",10.83,New,,,Default,Owned,https://www.brickeconomy.com/set/5005740-1/lego-emmet-key-light
5005741-1,Unikitty Key Light,Gear,Lights,2019,0,0,Retail,True,11/02/2019,01/06/2019,"12;99 €","12;99 €","16;61 €",27.83,New,,,Default,Owned,https://www.brickeconomy.com/set/5005741-1/lego-unikitty-key-light
5005761-1,Boy NiteLite,Gear,Lights,2019,0,0,Retail,True,02/03/2019,02/03/2021,"21;99 €","21;99 €","21;99 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005761-1/lego-lights-boy-nitelite
5005762-1,Girl NiteLite,Gear,Lights,2019,0,0,Retail,True,02/03/2019,02/03/2021,"21;99 €","21;99 €","21;99 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005762-1/lego-lights-girl-nitelite
5005763-1,Unikitty Torch,Gear,Lights,2019,0,0,Retail,True,02/03/2019,01/11/2019,"17;59 €","17;59 €","17;59 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005763-1/lego-lights-unikitty-torch
5005765-1,Bag Tag,Gear,Housewares,2019,0,0,Retail,True,02/03/2019,01/04/2020,"4;39 €","4;39 €","8;69 €",97.80,New,,,Default,Owned,https://www.brickeconomy.com/set/5005765-1/lego-bag-tag
6244853-1,Lion Dance,Promotional,LEGO Brand Stores,2019,0,0,Promotional,True,17/01/2019,31/01/2019,"0;00 €","0;00 €","71;83 €",7083.44,New,,,Default,Owned,https://www.brickeconomy.com/set/6244853-1/lion-dance
951901-1,Police Officer and Jet,City,Magazine Gifts,2019,22,1,Promotional,True,01/01/2019,01/02/2019,"0;00 €","0;00 €","2;24 €",123.52,New,,,Default,Owned,https://www.brickeconomy.com/set/951901-1/lego-city-police-officer-and-jet
951902-1,Fireman,City,Magazine Gifts,2019,9,1,Promotional,True,01/01/2019,01/02/2019,"0;00 €","0;00 €","2;76 €",176.32,New,,,Default,Owned,https://www.brickeconomy.com/set/951902-1/lego-city-fireman
GANYMEDE-1,Ganymede,Overwatch,,2019,38,0,Promotional,True,28/09/2019,28/09/2019,"0;00 €","0;00 €","26;88 €",2587.52,New,,,Default,Owned,https://www.brickeconomy.com/set/SID00156630-1/lego-overwatch-ganymede
891946-1,Jay,Ninjago,Magazine Gifts,2019,3,1,Promotional,True,30/01/2019,26/02/2019,"0;00 €","0;00 €","2;94 €",193.92,New,,,Default,Owned,https://www.brickeconomy.com/set/891946-1/lego-ninjago-jay
10766-1,Woody & RC,Toy Story,Toy Story 4,2019,69,1,Retail,True,22/04/2019,26/02/2021,"9;99 €","9;99 €","10;20 €",2.09,New,,,Default,Owned,https://www.brickeconomy.com/set/10766-1/lego-toy-story-4-woody-rc
